img_path,mask_path
Image/BinRushed/BinRushed2/image19.tif,FinalLabel/BinRushed/BinRushed2/image19.tif
Image/MESSIDOR/image61.tif,FinalLabel/MESSIDOR/image61.tif
Image/MESSIDOR/image450.tif,FinalLabel/MESSIDOR/image450.tif
Image/MESSIDOR/image230.tif,FinalLabel/MESSIDOR/image230.tif
Image/BinRushed/BinRushed1/image26.tif,FinalLabel/BinRushed/BinRushed1/image26.tif
Image/MESSIDOR/image71.tif,FinalLabel/MESSIDOR/image71.tif
Image/MESSIDOR/image430.tif,FinalLabel/MESSIDOR/image430.tif
Image/MESSIDOR/image122.tif,FinalLabel/MESSIDOR/image122.tif
Image/MESSIDOR/image268.tif,FinalLabel/MESSIDOR/image268.tif
Image/MESSIDOR/image115.tif,FinalLabel/MESSIDOR/image115.tif
Image/MESSIDOR/image212.tif,FinalLabel/MESSIDOR/image212.tif
Image/MESSIDOR/image334.tif,FinalLabel/MESSIDOR/image334.tif
Image/MESSIDOR/image23.tif,FinalLabel/MESSIDOR/image23.tif
Image/BinRushed/BinRushed1/image36.tif,FinalLabel/BinRushed/BinRushed1/image36.tif
Image/MESSIDOR/image438.tif,FinalLabel/MESSIDOR/image438.tif
Image/MESSIDOR/image165.tif,FinalLabel/MESSIDOR/image165.tif
Image/MESSIDOR/image107.tif,FinalLabel/MESSIDOR/image107.tif
Image/MESSIDOR/image199.tif,FinalLabel/MESSIDOR/image199.tif
Image/MESSIDOR/image459.tif,FinalLabel/MESSIDOR/image459.tif
Image/BinRushed/BinRushed4/image29.tif,FinalLabel/BinRushed/BinRushed4/image29.tif
Image/MESSIDOR/image222.tif,FinalLabel/MESSIDOR/image222.tif
Image/MESSIDOR/image45.tif,FinalLabel/MESSIDOR/image45.tif
Image/MESSIDOR/image307.tif,FinalLabel/MESSIDOR/image307.tif
Image/MESSIDOR/image218.tif,FinalLabel/MESSIDOR/image218.tif
Image/BinRushed/BinRushed4/image39.tif,FinalLabel/BinRushed/BinRushed4/image39.tif
Image/MESSIDOR/image309.tif,FinalLabel/MESSIDOR/image309.tif
Image/MESSIDOR/image93.tif,FinalLabel/MESSIDOR/image93.tif
Image/MESSIDOR/image158.tif,FinalLabel/MESSIDOR/image158.tif
Image/MESSIDOR/image273.tif,FinalLabel/MESSIDOR/image273.tif
Image/MESSIDOR/image204.tif,FinalLabel/MESSIDOR/image204.tif
Image/MESSIDOR/image147.tif,FinalLabel/MESSIDOR/image147.tif
Image/MESSIDOR/image51.tif,FinalLabel/MESSIDOR/image51.tif
Image/BinRushed/BinRushed3/image16.tif,FinalLabel/BinRushed/BinRushed3/image16.tif
Image/BinRushed/BinRushed3/image25.tif,FinalLabel/BinRushed/BinRushed3/image25.tif
Image/MESSIDOR/image32.tif,FinalLabel/MESSIDOR/image32.tif
Image/MESSIDOR/image37.tif,FinalLabel/MESSIDOR/image37.tif
Image/MESSIDOR/image128.tif,FinalLabel/MESSIDOR/image128.tif
Image/BinRushed/BinRushed1/image16.tif,FinalLabel/BinRushed/BinRushed1/image16.tif
Image/BinRushed/BinRushed2/image45.tif,FinalLabel/BinRushed/BinRushed2/image45.tif
Image/MESSIDOR/image356.tif,FinalLabel/MESSIDOR/image356.tif
Image/MESSIDOR/image434.tif,FinalLabel/MESSIDOR/image434.tif
Image/MESSIDOR/image344.tif,FinalLabel/MESSIDOR/image344.tif
Image/MESSIDOR/image226.tif,FinalLabel/MESSIDOR/image226.tif
Image/MESSIDOR/image219.tif,FinalLabel/MESSIDOR/image219.tif
Image/MESSIDOR/image112.tif,FinalLabel/MESSIDOR/image112.tif
Image/BinRushed/BinRushed3/image6.tif,FinalLabel/BinRushed/BinRushed3/image6.tif
Image/MESSIDOR/image228.tif,FinalLabel/MESSIDOR/image228.tif
Image/BinRushed/BinRushed1/image49.tif,FinalLabel/BinRushed/BinRushed1/image49.tif
Image/BinRushed/BinRushed1/image48.tif,FinalLabel/BinRushed/BinRushed1/image48.tif
Image/BinRushed/BinRushed2/image30.tif,FinalLabel/BinRushed/BinRushed2/image30.tif
Image/BinRushed/BinRushed4/image30.tif,FinalLabel/BinRushed/BinRushed4/image30.tif
Image/MESSIDOR/image82.tif,FinalLabel/MESSIDOR/image82.tif
Image/MESSIDOR/image436.tif,FinalLabel/MESSIDOR/image436.tif
Image/BinRushed/BinRushed2/image24.tif,FinalLabel/BinRushed/BinRushed2/image24.tif
Image/BinRushed/BinRushed1/image2.tif,FinalLabel/BinRushed/BinRushed1/image2.tif
Image/MESSIDOR/image12.tif,FinalLabel/MESSIDOR/image12.tif
Image/MESSIDOR/image401.tif,FinalLabel/MESSIDOR/image401.tif
Image/MESSIDOR/image213.tif,FinalLabel/MESSIDOR/image213.tif
Image/MESSIDOR/image409.tif,FinalLabel/MESSIDOR/image409.tif
Image/MESSIDOR/image162.tif,FinalLabel/MESSIDOR/image162.tif
Image/MESSIDOR/image260.tif,FinalLabel/MESSIDOR/image260.tif
Image/BinRushed/BinRushed4/image4.tif,FinalLabel/BinRushed/BinRushed4/image4.tif
Image/MESSIDOR/image81.tif,FinalLabel/MESSIDOR/image81.tif
Image/MESSIDOR/image278.tif,FinalLabel/MESSIDOR/image278.tif
Image/BinRushed/BinRushed2/image4.tif,FinalLabel/BinRushed/BinRushed2/image4.tif
Image/MESSIDOR/image453.tif,FinalLabel/MESSIDOR/image453.tif
Image/MESSIDOR/image211.tif,FinalLabel/MESSIDOR/image211.tif
Image/MESSIDOR/image290.tif,FinalLabel/MESSIDOR/image290.tif
Image/BinRushed/BinRushed2/image36.tif,FinalLabel/BinRushed/BinRushed2/image36.tif
Image/BinRushed/BinRushed1/image30.tif,FinalLabel/BinRushed/BinRushed1/image30.tif
Image/MESSIDOR/image134.tif,FinalLabel/MESSIDOR/image134.tif
Image/MESSIDOR/image233.tif,FinalLabel/MESSIDOR/image233.tif
Image/MESSIDOR/image335.tif,FinalLabel/MESSIDOR/image335.tif
Image/MESSIDOR/image194.tif,FinalLabel/MESSIDOR/image194.tif
Image/MESSIDOR/image66.tif,FinalLabel/MESSIDOR/image66.tif
Image/MESSIDOR/image181.tif,FinalLabel/MESSIDOR/image181.tif
Image/MESSIDOR/image3.tif,FinalLabel/MESSIDOR/image3.tif
Image/BinRushed/BinRushed3/image46.tif,FinalLabel/BinRushed/BinRushed3/image46.tif
Image/MESSIDOR/image21.tif,FinalLabel/MESSIDOR/image21.tif
Image/MESSIDOR/image149.tif,FinalLabel/MESSIDOR/image149.tif
Image/MESSIDOR/image68.tif,FinalLabel/MESSIDOR/image68.tif
Image/MESSIDOR/image341.tif,FinalLabel/MESSIDOR/image341.tif
Image/BinRushed/BinRushed1/image18.tif,FinalLabel/BinRushed/BinRushed1/image18.tif
Image/MESSIDOR/image331.tif,FinalLabel/MESSIDOR/image331.tif
Image/MESSIDOR/image31.tif,FinalLabel/MESSIDOR/image31.tif
Image/MESSIDOR/image250.tif,FinalLabel/MESSIDOR/image250.tif
Image/MESSIDOR/image86.tif,FinalLabel/MESSIDOR/image86.tif
Image/MESSIDOR/image196.tif,FinalLabel/MESSIDOR/image196.tif
Image/BinRushed/BinRushed2/image40.tif,FinalLabel/BinRushed/BinRushed2/image40.tif
Image/MESSIDOR/image235.tif,FinalLabel/MESSIDOR/image235.tif
Image/MESSIDOR/image435.tif,FinalLabel/MESSIDOR/image435.tif
Image/MESSIDOR/image106.tif,FinalLabel/MESSIDOR/image106.tif
Image/MESSIDOR/image10.tif,FinalLabel/MESSIDOR/image10.tif
Image/MESSIDOR/image18.tif,FinalLabel/MESSIDOR/image18.tif
Image/BinRushed/BinRushed2/image6.tif,FinalLabel/BinRushed/BinRushed2/image6.tif
Image/MESSIDOR/image363.tif,FinalLabel/MESSIDOR/image363.tif
Image/MESSIDOR/image245.tif,FinalLabel/MESSIDOR/image245.tif
Image/MESSIDOR/image47.tif,FinalLabel/MESSIDOR/image47.tif
Image/BinRushed/BinRushed1/image35.tif,FinalLabel/BinRushed/BinRushed1/image35.tif
Image/BinRushed/BinRushed4/image46.tif,FinalLabel/BinRushed/BinRushed4/image46.tif
Image/MESSIDOR/image398.tif,FinalLabel/MESSIDOR/image398.tif
Image/BinRushed/BinRushed4/image40.tif,FinalLabel/BinRushed/BinRushed4/image40.tif
Image/MESSIDOR/image314.tif,FinalLabel/MESSIDOR/image314.tif
Image/BinRushed/BinRushed4/image18.tif,FinalLabel/BinRushed/BinRushed4/image18.tif
Image/BinRushed/BinRushed2/image32.tif,FinalLabel/BinRushed/BinRushed2/image32.tif
Image/MESSIDOR/image426.tif,FinalLabel/MESSIDOR/image426.tif
Image/BinRushed/BinRushed2/image5.tif,FinalLabel/BinRushed/BinRushed2/image5.tif
Image/MESSIDOR/image249.tif,FinalLabel/MESSIDOR/image249.tif
Image/BinRushed/BinRushed2/image26.tif,FinalLabel/BinRushed/BinRushed2/image26.tif
Image/MESSIDOR/image329.tif,FinalLabel/MESSIDOR/image329.tif
Image/MESSIDOR/image35.tif,FinalLabel/MESSIDOR/image35.tif
Image/MESSIDOR/image391.tif,FinalLabel/MESSIDOR/image391.tif
Image/BinRushed/BinRushed4/image5.tif,FinalLabel/BinRushed/BinRushed4/image5.tif
Image/BinRushed/BinRushed1/image23.tif,FinalLabel/BinRushed/BinRushed1/image23.tif
Image/MESSIDOR/image148.tif,FinalLabel/MESSIDOR/image148.tif
Image/MESSIDOR/image154.tif,FinalLabel/MESSIDOR/image154.tif
Image/MESSIDOR/image136.tif,FinalLabel/MESSIDOR/image136.tif
Image/MESSIDOR/image131.tif,FinalLabel/MESSIDOR/image131.tif
Image/BinRushed/BinRushed2/image44.tif,FinalLabel/BinRushed/BinRushed2/image44.tif
Image/MESSIDOR/image419.tif,FinalLabel/MESSIDOR/image419.tif
Image/BinRushed/BinRushed3/image28.tif,FinalLabel/BinRushed/BinRushed3/image28.tif
Image/MESSIDOR/image345.tif,FinalLabel/MESSIDOR/image345.tif
Image/MESSIDOR/image370.tif,FinalLabel/MESSIDOR/image370.tif
Image/BinRushed/BinRushed1/image4.tif,FinalLabel/BinRushed/BinRushed1/image4.tif
Image/MESSIDOR/image138.tif,FinalLabel/MESSIDOR/image138.tif
Image/BinRushed/BinRushed1/image1.tif,FinalLabel/BinRushed/BinRushed1/image1.tif
Image/MESSIDOR/image92.tif,FinalLabel/MESSIDOR/image92.tif
Image/MESSIDOR/image317.tif,FinalLabel/MESSIDOR/image317.tif
Image/MESSIDOR/image301.tif,FinalLabel/MESSIDOR/image301.tif
Image/MESSIDOR/image143.tif,FinalLabel/MESSIDOR/image143.tif
Image/MESSIDOR/image287.tif,FinalLabel/MESSIDOR/image287.tif
Image/MESSIDOR/image49.tif,FinalLabel/MESSIDOR/image49.tif
Image/MESSIDOR/image261.tif,FinalLabel/MESSIDOR/image261.tif
Image/BinRushed/BinRushed1/image3.tif,FinalLabel/BinRushed/BinRushed1/image3.tif
Image/BinRushed/BinRushed2/image2.tif,FinalLabel/BinRushed/BinRushed2/image2.tif
Image/BinRushed/BinRushed3/image27.tif,FinalLabel/BinRushed/BinRushed3/image27.tif
Image/MESSIDOR/image129.tif,FinalLabel/MESSIDOR/image129.tif
Image/MESSIDOR/image177.tif,FinalLabel/MESSIDOR/image177.tif
Image/MESSIDOR/image186.tif,FinalLabel/MESSIDOR/image186.tif
Image/MESSIDOR/image46.tif,FinalLabel/MESSIDOR/image46.tif
Image/BinRushed/BinRushed4/image1.tif,FinalLabel/BinRushed/BinRushed4/image1.tif
Image/MESSIDOR/image294.tif,FinalLabel/MESSIDOR/image294.tif
Image/MESSIDOR/image263.tif,FinalLabel/MESSIDOR/image263.tif
Image/MESSIDOR/image455.tif,FinalLabel/MESSIDOR/image455.tif
Image/MESSIDOR/image365.tif,FinalLabel/MESSIDOR/image365.tif
Image/MESSIDOR/image295.tif,FinalLabel/MESSIDOR/image295.tif
Image/BinRushed/BinRushed1/image6.tif,FinalLabel/BinRushed/BinRushed1/image6.tif
Image/MESSIDOR/image159.tif,FinalLabel/MESSIDOR/image159.tif
Image/MESSIDOR/image1.tif,FinalLabel/MESSIDOR/image1.tif
Image/MESSIDOR/image99.tif,FinalLabel/MESSIDOR/image99.tif
Image/MESSIDOR/image413.tif,FinalLabel/MESSIDOR/image413.tif
Image/BinRushed/BinRushed3/image19.tif,FinalLabel/BinRushed/BinRushed3/image19.tif
Image/MESSIDOR/image292.tif,FinalLabel/MESSIDOR/image292.tif
Image/MESSIDOR/image91.tif,FinalLabel/MESSIDOR/image91.tif
Image/MESSIDOR/image362.tif,FinalLabel/MESSIDOR/image362.tif
Image/MESSIDOR/image359.tif,FinalLabel/MESSIDOR/image359.tif
Image/MESSIDOR/image393.tif,FinalLabel/MESSIDOR/image393.tif
Image/MESSIDOR/image449.tif,FinalLabel/MESSIDOR/image449.tif
Image/MESSIDOR/image395.tif,FinalLabel/MESSIDOR/image395.tif
Image/MESSIDOR/image368.tif,FinalLabel/MESSIDOR/image368.tif
Image/MESSIDOR/image58.tif,FinalLabel/MESSIDOR/image58.tif
Image/BinRushed/BinRushed4/image14.tif,FinalLabel/BinRushed/BinRushed4/image14.tif
Image/BinRushed/BinRushed3/image34.tif,FinalLabel/BinRushed/BinRushed3/image34.tif
Image/MESSIDOR/image390.tif,FinalLabel/MESSIDOR/image390.tif
Image/MESSIDOR/image54.tif,FinalLabel/MESSIDOR/image54.tif
Image/BinRushed/BinRushed4/image47.tif,FinalLabel/BinRushed/BinRushed4/image47.tif
Image/MESSIDOR/image266.tif,FinalLabel/MESSIDOR/image266.tif
Image/MESSIDOR/image244.tif,FinalLabel/MESSIDOR/image244.tif
Image/MESSIDOR/image90.tif,FinalLabel/MESSIDOR/image90.tif
Image/MESSIDOR/image203.tif,FinalLabel/MESSIDOR/image203.tif
Image/MESSIDOR/image52.tif,FinalLabel/MESSIDOR/image52.tif
Image/BinRushed/BinRushed3/image8.tif,FinalLabel/BinRushed/BinRushed3/image8.tif
Image/BinRushed/BinRushed3/image7.tif,FinalLabel/BinRushed/BinRushed3/image7.tif
Image/MESSIDOR/image243.tif,FinalLabel/MESSIDOR/image243.tif
Image/BinRushed/BinRushed1/image27.tif,FinalLabel/BinRushed/BinRushed1/image27.tif
Image/BinRushed/BinRushed4/image35.tif,FinalLabel/BinRushed/BinRushed4/image35.tif
Image/MESSIDOR/image400.tif,FinalLabel/MESSIDOR/image400.tif
Image/BinRushed/BinRushed1/image20.tif,FinalLabel/BinRushed/BinRushed1/image20.tif
Image/BinRushed/BinRushed1/image32.tif,FinalLabel/BinRushed/BinRushed1/image32.tif
Image/MESSIDOR/image407.tif,FinalLabel/MESSIDOR/image407.tif
Image/BinRushed/BinRushed4/image32.tif,FinalLabel/BinRushed/BinRushed4/image32.tif
Image/MESSIDOR/image306.tif,FinalLabel/MESSIDOR/image306.tif
Image/MESSIDOR/image25.tif,FinalLabel/MESSIDOR/image25.tif
Image/MESSIDOR/image144.tif,FinalLabel/MESSIDOR/image144.tif
Image/MESSIDOR/image192.tif,FinalLabel/MESSIDOR/image192.tif
Image/MESSIDOR/image360.tif,FinalLabel/MESSIDOR/image360.tif
Image/MESSIDOR/image169.tif,FinalLabel/MESSIDOR/image169.tif
Image/BinRushed/BinRushed4/image19.tif,FinalLabel/BinRushed/BinRushed4/image19.tif
Image/BinRushed/BinRushed3/image36.tif,FinalLabel/BinRushed/BinRushed3/image36.tif
Image/MESSIDOR/image73.tif,FinalLabel/MESSIDOR/image73.tif
Image/MESSIDOR/image182.tif,FinalLabel/MESSIDOR/image182.tif
Image/BinRushed/BinRushed3/image24.tif,FinalLabel/BinRushed/BinRushed3/image24.tif
Image/MESSIDOR/image221.tif,FinalLabel/MESSIDOR/image221.tif
Image/BinRushed/BinRushed4/image36.tif,FinalLabel/BinRushed/BinRushed4/image36.tif
Image/BinRushed/BinRushed2/image16.tif,FinalLabel/BinRushed/BinRushed2/image16.tif
Image/MESSIDOR/image41.tif,FinalLabel/MESSIDOR/image41.tif
Image/MESSIDOR/image123.tif,FinalLabel/MESSIDOR/image123.tif
Image/MESSIDOR/image176.tif,FinalLabel/MESSIDOR/image176.tif
Image/BinRushed/BinRushed1/image25.tif,FinalLabel/BinRushed/BinRushed1/image25.tif
Image/MESSIDOR/image251.tif,FinalLabel/MESSIDOR/image251.tif
Image/MESSIDOR/image153.tif,FinalLabel/MESSIDOR/image153.tif
Image/MESSIDOR/image328.tif,FinalLabel/MESSIDOR/image328.tif
Image/MESSIDOR/image74.tif,FinalLabel/MESSIDOR/image74.tif
Image/BinRushed/BinRushed4/image51.tif,FinalLabel/BinRushed/BinRushed4/image51.tif
Image/MESSIDOR/image457.tif,FinalLabel/MESSIDOR/image457.tif
Image/MESSIDOR/image441.tif,FinalLabel/MESSIDOR/image441.tif
Image/MESSIDOR/image224.tif,FinalLabel/MESSIDOR/image224.tif
Image/BinRushed/BinRushed2/image7.tif,FinalLabel/BinRushed/BinRushed2/image7.tif
Image/BinRushed/BinRushed4/image42.tif,FinalLabel/BinRushed/BinRushed4/image42.tif
Image/MESSIDOR/image195.tif,FinalLabel/MESSIDOR/image195.tif
Image/MESSIDOR/image33.tif,FinalLabel/MESSIDOR/image33.tif
Image/MESSIDOR/image313.tif,FinalLabel/MESSIDOR/image313.tif
Image/MESSIDOR/image283.tif,FinalLabel/MESSIDOR/image283.tif
Image/MESSIDOR/image267.tif,FinalLabel/MESSIDOR/image267.tif
Image/BinRushed/BinRushed1/image14.tif,FinalLabel/BinRushed/BinRushed1/image14.tif
Image/BinRushed/BinRushed1/image50.tif,FinalLabel/BinRushed/BinRushed1/image50.tif
Image/MESSIDOR/image302.tif,FinalLabel/MESSIDOR/image302.tif
Image/MESSIDOR/image7.tif,FinalLabel/MESSIDOR/image7.tif
Image/MESSIDOR/image342.tif,FinalLabel/MESSIDOR/image342.tif
Image/BinRushed/BinRushed1/image24.tif,FinalLabel/BinRushed/BinRushed1/image24.tif
Image/BinRushed/BinRushed1/image8.tif,FinalLabel/BinRushed/BinRushed1/image8.tif
Image/MESSIDOR/image8.tif,FinalLabel/MESSIDOR/image8.tif
Image/MESSIDOR/image48.tif,FinalLabel/MESSIDOR/image48.tif
Image/BinRushed/BinRushed1/image12.tif,FinalLabel/BinRushed/BinRushed1/image12.tif
Image/MESSIDOR/image410.tif,FinalLabel/MESSIDOR/image410.tif
Image/MESSIDOR/image254.tif,FinalLabel/MESSIDOR/image254.tif
Image/MESSIDOR/image208.tif,FinalLabel/MESSIDOR/image208.tif
Image/MESSIDOR/image179.tif,FinalLabel/MESSIDOR/image179.tif
Image/MESSIDOR/image322.tif,FinalLabel/MESSIDOR/image322.tif
Image/MESSIDOR/image180.tif,FinalLabel/MESSIDOR/image180.tif
Image/MESSIDOR/image291.tif,FinalLabel/MESSIDOR/image291.tif
Image/MESSIDOR/image126.tif,FinalLabel/MESSIDOR/image126.tif
Image/BinRushed/BinRushed1/image33.tif,FinalLabel/BinRushed/BinRushed1/image33.tif
Image/MESSIDOR/image387.tif,FinalLabel/MESSIDOR/image387.tif
Image/MESSIDOR/image160.tif,FinalLabel/MESSIDOR/image160.tif
Image/BinRushed/BinRushed2/image1.tif,FinalLabel/BinRushed/BinRushed2/image1.tif
Image/MESSIDOR/image13.tif,FinalLabel/MESSIDOR/image13.tif
Image/BinRushed/BinRushed1/image43.tif,FinalLabel/BinRushed/BinRushed1/image43.tif
Image/BinRushed/BinRushed4/image21.tif,FinalLabel/BinRushed/BinRushed4/image21.tif
Image/MESSIDOR/image137.tif,FinalLabel/MESSIDOR/image137.tif
Image/MESSIDOR/image75.tif,FinalLabel/MESSIDOR/image75.tif
Image/BinRushed/BinRushed4/image38.tif,FinalLabel/BinRushed/BinRushed4/image38.tif
Image/MESSIDOR/image42.tif,FinalLabel/MESSIDOR/image42.tif
Image/MESSIDOR/image305.tif,FinalLabel/MESSIDOR/image305.tif
Image/BinRushed/BinRushed4/image9.tif,FinalLabel/BinRushed/BinRushed4/image9.tif
Image/MESSIDOR/image421.tif,FinalLabel/MESSIDOR/image421.tif
Image/MESSIDOR/image280.tif,FinalLabel/MESSIDOR/image280.tif
Image/MESSIDOR/image79.tif,FinalLabel/MESSIDOR/image79.tif
Image/MESSIDOR/image427.tif,FinalLabel/MESSIDOR/image427.tif
Image/BinRushed/BinRushed2/image25.tif,FinalLabel/BinRushed/BinRushed2/image25.tif
Image/MESSIDOR/image275.tif,FinalLabel/MESSIDOR/image275.tif
Image/BinRushed/BinRushed4/image31.tif,FinalLabel/BinRushed/BinRushed4/image31.tif
Image/MESSIDOR/image28.tif,FinalLabel/MESSIDOR/image28.tif
Image/BinRushed/BinRushed4/image26.tif,FinalLabel/BinRushed/BinRushed4/image26.tif
Image/MESSIDOR/image201.tif,FinalLabel/MESSIDOR/image201.tif
Image/BinRushed/BinRushed4/image8.tif,FinalLabel/BinRushed/BinRushed4/image8.tif
Image/MESSIDOR/image303.tif,FinalLabel/MESSIDOR/image303.tif
Image/MESSIDOR/image252.tif,FinalLabel/MESSIDOR/image252.tif
Image/MESSIDOR/image89.tif,FinalLabel/MESSIDOR/image89.tif
Image/BinRushed/BinRushed4/image17.tif,FinalLabel/BinRushed/BinRushed4/image17.tif
Image/MESSIDOR/image282.tif,FinalLabel/MESSIDOR/image282.tif
Image/MESSIDOR/image382.tif,FinalLabel/MESSIDOR/image382.tif
Image/MESSIDOR/image127.tif,FinalLabel/MESSIDOR/image127.tif
Image/MESSIDOR/image288.tif,FinalLabel/MESSIDOR/image288.tif
Image/MESSIDOR/image40.tif,FinalLabel/MESSIDOR/image40.tif
Image/BinRushed/BinRushed3/image15.tif,FinalLabel/BinRushed/BinRushed3/image15.tif
Image/MESSIDOR/image354.tif,FinalLabel/MESSIDOR/image354.tif
Image/BinRushed/BinRushed2/image31.tif,FinalLabel/BinRushed/BinRushed2/image31.tif
Image/BinRushed/BinRushed3/image26.tif,FinalLabel/BinRushed/BinRushed3/image26.tif
Image/MESSIDOR/image78.tif,FinalLabel/MESSIDOR/image78.tif
Image/BinRushed/BinRushed3/image3.tif,FinalLabel/BinRushed/BinRushed3/image3.tif
Image/MESSIDOR/image72.tif,FinalLabel/MESSIDOR/image72.tif
Image/MESSIDOR/image375.tif,FinalLabel/MESSIDOR/image375.tif
Image/MESSIDOR/image64.tif,FinalLabel/MESSIDOR/image64.tif
Image/MESSIDOR/image11.tif,FinalLabel/MESSIDOR/image11.tif
Image/MESSIDOR/image289.tif,FinalLabel/MESSIDOR/image289.tif
Image/MESSIDOR/image311.tif,FinalLabel/MESSIDOR/image311.tif
Image/MESSIDOR/image414.tif,FinalLabel/MESSIDOR/image414.tif
Image/MESSIDOR/image369.tif,FinalLabel/MESSIDOR/image369.tif
Image/BinRushed/BinRushed1/image17.tif,FinalLabel/BinRushed/BinRushed1/image17.tif
Image/MESSIDOR/image340.tif,FinalLabel/MESSIDOR/image340.tif
Image/BinRushed/BinRushed1/image42.tif,FinalLabel/BinRushed/BinRushed1/image42.tif
Image/BinRushed/BinRushed3/image5.tif,FinalLabel/BinRushed/BinRushed3/image5.tif
Image/MESSIDOR/image151.tif,FinalLabel/MESSIDOR/image151.tif
Image/MESSIDOR/image197.tif,FinalLabel/MESSIDOR/image197.tif
Image/MESSIDOR/image347.tif,FinalLabel/MESSIDOR/image347.tif
Image/MESSIDOR/image353.tif,FinalLabel/MESSIDOR/image353.tif
Image/MESSIDOR/image255.tif,FinalLabel/MESSIDOR/image255.tif
Image/BinRushed/BinRushed2/image18.tif,FinalLabel/BinRushed/BinRushed2/image18.tif
Image/BinRushed/BinRushed3/image22.tif,FinalLabel/BinRushed/BinRushed3/image22.tif
Image/MESSIDOR/image312.tif,FinalLabel/MESSIDOR/image312.tif
Image/MESSIDOR/image323.tif,FinalLabel/MESSIDOR/image323.tif
Image/MESSIDOR/image98.tif,FinalLabel/MESSIDOR/image98.tif
Image/MESSIDOR/image16.tif,FinalLabel/MESSIDOR/image16.tif
Image/MESSIDOR/image416.tif,FinalLabel/MESSIDOR/image416.tif
Image/MESSIDOR/image191.tif,FinalLabel/MESSIDOR/image191.tif
Image/MESSIDOR/image297.tif,FinalLabel/MESSIDOR/image297.tif
Image/BinRushed/BinRushed4/image15.tif,FinalLabel/BinRushed/BinRushed4/image15.tif
Image/MESSIDOR/image163.tif,FinalLabel/MESSIDOR/image163.tif
Image/MESSIDOR/image67.tif,FinalLabel/MESSIDOR/image67.tif
Image/MESSIDOR/image247.tif,FinalLabel/MESSIDOR/image247.tif
Image/MESSIDOR/image444.tif,FinalLabel/MESSIDOR/image444.tif
Image/BinRushed/BinRushed1/image44.tif,FinalLabel/BinRushed/BinRushed1/image44.tif
Image/BinRushed/BinRushed3/image37.tif,FinalLabel/BinRushed/BinRushed3/image37.tif
Image/MESSIDOR/image304.tif,FinalLabel/MESSIDOR/image304.tif
Image/MESSIDOR/image299.tif,FinalLabel/MESSIDOR/image299.tif
Image/MESSIDOR/image20.tif,FinalLabel/MESSIDOR/image20.tif
Image/MESSIDOR/image101.tif,FinalLabel/MESSIDOR/image101.tif
Image/MESSIDOR/image24.tif,FinalLabel/MESSIDOR/image24.tif
Image/MESSIDOR/image316.tif,FinalLabel/MESSIDOR/image316.tif
Image/BinRushed/BinRushed4/image11.tif,FinalLabel/BinRushed/BinRushed4/image11.tif
Image/MESSIDOR/image55.tif,FinalLabel/MESSIDOR/image55.tif
Image/MESSIDOR/image346.tif,FinalLabel/MESSIDOR/image346.tif
Image/MESSIDOR/image300.tif,FinalLabel/MESSIDOR/image300.tif
Image/MESSIDOR/image446.tif,FinalLabel/MESSIDOR/image446.tif
